player_id,game_id,score,normalized_score
0,0,0.2983221985002475,0.050965954181816174
0,1,0.4658366771528107,0.07958445889490168
0,2,0.5062765770843586,0.08649329134984482
0,3,0.3416874992123007,0.0583745678896873
0,4,0.667351271365552,0.11401161056931966
0,5,0.28018532323464806,0.04786741455441031
0,6,0.3065867139539872,0.05237788034107536
0,7,0.24269024767404992,0.041461681716987574
0,8,0.4821534232446796,0.08237204405582904
0,9,0.36109446564616865,0.061690092403280404
0,10,0.23708978123114974,0.04050488695762804
0,11,0.38709500142517556,0.0661320753394394
0,12,0.43830377805414167,0.07488068397969311
0,13,0.389890049043784,0.06660958680047764
0,14,0.4487993659486109,0.07667377096560946
1,1,0.19756318758339866,0.0404145605512993
1,15,0.25234226329927284,0.0516204552300782
1,2,0.32347037789909705,0.06617079494445881
1,16,0.14816530095100802,0.03030947009982934
1,17,0.25821120345229653,0.05282103637116858
1,6,0.29878855721902664,0.061121752414863395
1,18,0.17712118143308614,0.03623283669141732
1,19,0.07255539880178086,0.014842312447304546
1,7,0.23585347090697598,0.048247421484735445
1,20,0.25047496968661187,0.0512384718671904
1,21,0.19421464822177,0.03972956579876311
1,22,0.29537965367884955,0.06042440924975644
1,8,0.25460598725547423,0.05208353446066972
1,23,0.1404633124575732,0.028733910988130294
1,24,0.138687339570912,0.028370608671320206
1,25,0.4140421663286534,0.08469863442963911
1,26,0.23762235003858864,0.048609272665853444
1,12,0.31799406305936373,0.06505053129415224
1,13,0.03988015121538073,0.008158092637620573
1,27,0.3823043705788338,0.07820618467831895
1,28,0.2586761243403368,0.05291614302343058
2,29,0.4435669566172456,0.057418667061539606
2,30,0.18318480090234002,0.023712828326890163
2,16,0.5642988292033095,0.07304711524127469
2,4,0.5472345573739983,0.07083818662700844
2,5,0.4841994986964603,0.06267845111602145
2,31,0.34141033465391923,0.044194740037360215
2,32,0.572793947426368,0.07414678769798368
2,33,0.2883052723878661,0.03732041848556795
2,19,0.18095983444617994,0.02342481181379451
2,34,0.47690818442748145,0.06173460816242468
2,23,0.6349275393480198,0.08218983052311775
2,9,0.24410317377916196,0.03159856399309143
2,35,0.20364185806119695,0.02636094477591788
2,36,0.39819149429646167,0.05154492348147233
2,37,0.3826257535589238,0.04952997608369725
2,38,0.23752410736447288,0.030746919797316134
2,14,0.4605480340865085,0.05961682636761067
2,27,0.190960061210609,0.024719316921897338
2,28,0.42333059121288813,0.05479911862504256
2,39,0.4664202065935123,0.060376964860971265
3,0,0.4833687793396556,0.2929293271076058
3,2,0.28434257498032084,0.17231621634896935
